ws_flag,lift_6h,lift_24h,lift_48h,lift_72h,lift_96h,peak_lift_pct,decay_lambda,demo_feat_0,demo_feat_1,demo_feat_2,demo_feat_3,demo_feat_4,demo_feat_5,demo_feat_6,demo_feat_7,demo_feat_8,demo_feat_9,demo_feat_10,demo_feat_11,demo_feat_12,demo_feat_13,demo_feat_14,demo_feat_15,demo_feat_16,demo_feat_17,ws_flag,peak_lift_pct_pred
0,28.631146744815982,45.11008748825686,51.00965568336429,58.08929204852984,62.30847966388743,15.959153372672631,0.2443627679075243,0.3047170797544313,-1.0399841062404955,0.7504511958064572,0.940564716391214,-1.9510351886538364,-1.302179506862318,0.1278404031672853,-0.3162425923435822,-0.0168011575042887,-0.85304392757358,0.8793979748628286,0.7777919354289483,0.066030697561216,1.1272412069680329,0.4675093422520456,-0.8592924628832382,0.3687507840824988,-0.9588826008289988,0,18.38962713690779
0,53.48750201490556,82.33074480607364,108.0527148194839,108.69144550699532,134.01503320379516,24.147533657392337,0.3226040894421166,0.8784503013072725,-0.0499259109862528,-0.1848623635452605,-0.6809295444039414,1.2225413386740305,-0.1545294820688021,-0.4283278221631072,-0.3521335504882296,0.5323091855533487,0.3654440643640783,0.4127326115959884,0.4308210030078827,2.141647600870461,-0.4064150163846156,-0.5122427290715373,-0.8137727282478777,0.6159794225754956,1.1289722927208916,0,20.69286031409872
1,42.23484069114272,67.65065017031623,93.84285579130324,112.24310776921516,116.15518811253293,16.049980957976516,0.2835923301883933,-0.113947457654875,-0.840156476962528,-0.8244812156912396,0.6505927878247011,0.7432541712034423,0.543154268305195,-0.6655097072886943,0.2321613230667197,0.1166858091407282,0.2186885967290129,0.8714287779481898,0.2235955487746822,0.6789135630718949,0.0675790694888914,0.2891193986899841,0.6312882258385404,-1.4571558198556664,-0.3196712163573013,1,16.103526737971368
0,26.69452799114936,43.11403255029381,52.29566884753712,54.812231841953256,55.164511584848825,15.353999725535978,0.3584808520214336,-0.4703726542927955,-0.6388778482433419,-0.2751422512266837,1.494941311234396,-0.8658311156932432,0.9682783545914808,-1.6828697716158048,-0.3348850299857748,0.1627530651050056,0.5862223313592781,0.711226579792855,0.7933472351999252,-0.3487250722484376,-0.4623517926645671,0.8579758812571538,-0.1913043248816149,-1.275686323337922,-1.1332872140034806,0,15.984583527191337
1,27.519325603825077,40.1161415608322,48.25830330016885,49.13173906604675,55.46614196927192,16.248240287314644,0.2438645226552077,-0.9194522860016112,0.497160744053764,0.1424257360705652,0.6904853540677682,-0.4272526463365342,0.1585396910767142,0.6255903939673367,-0.3093465397202384,0.4567752375574114,-0.6619259410666513,-0.3630538465650718,-0.3817378939983291,-1.1958396455890397,0.4869724807855818,-0.4694023402027238,0.0124941187276874,0.4807466589059089,0.4465311760299441,1,17.707447003551156
0,23.327659919225283,35.36948185238967,44.55082740556379,48.627897344310064,52.96377388873926,21.361877485609465,0.3170978571987866,0.6653851089727862,-0.0984854845094236,-0.4232983120441537,-0.079718210906399,-1.6873344339580298,-1.4471124724230873,-1.3226996123544024,-0.9972468276014818,0.3997742267234366,-0.9054790553600608,-0.3781625540393897,1.2992282977860654,-0.3562639710614259,0.7375155684670865,-0.933617680009877,-0.20543755786763,-0.9500220549105812,-0.3390330759005625,0,19.614916845320987
0,49.389125083581845,77.27146613345225,95.65557678951794,108.60342724860544,115.62351372261948,17.83945047162589,0.2600473474682079,0.8403081374573955,-1.727320423192349,0.4344236435458573,0.2377356023322779,-0.5941499556967944,-1.4460578543884546,0.0721295077138695,-0.5294927090638024,0.2326762113547039,0.0218521455234428,1.6017788913209154,-0.2393556274730242,-1.023497492621865,0.1792756349563161,0.2199966839717651,1.3591875752404363,0.8351112459145785,0.3568710591495093,0,17.26413474486648
0,44.36866191992896,72.92552940100936,89.88499760134384,99.22869549485402,111.46249220798494,23.273911262250017,0.3778933998963136,1.4633028912195618,-1.188763054322851,-0.6397515327497477,-0.9265759414055248,-0.3898098031557679,-1.3766861475563088,0.6351509468144043,-0.2222226970987733,-1.470806294502658,-1.0155790812075416,0.3135138474501953,0.8381265678943811,1.9967308916917863,2.9138624660073296,0.4144094332759964,-0.989538120031864,-2.132046280731309,0.2677114623438358,0,19.879951160209508
0,37.99921222864739,62.59858641804031,85.4342114449423,100.01129037657586,101.89275392470728,16.642457705786914,0.245823008383308,-0.812941095310326,-0.4153572601796853,-0.6120967990598081,-0.1407908864163852,1.0659802307876436,0.1570485674453446,-0.1586348370386883,-1.0356537528258116,-1.674682944704357,-0.4863079090733309,-0.0537825508183204,1.767929913579883,0.1302745214728858,0.9827395110230576,-0.499295598539152,-1.1849437664170246,-0.965116762232372,-0.7252260645357532,0,16.24526001328609
1,36.97589807407657,55.34034810430886,79.69839771874182,88.27600861629422,96.72727744999791,29.812758376521565,0.3087924029848242,2.1284697324351645,-0.8213866792243861,0.838489203736345,-0.9029271780870264,0.931573012874244,0.3849509661058631,-0.1566378976580904,-0.040762526135434,-0.6547876954293904,0.4460722014820805,-0.45498348034078,-1.2256057637672482,-1.2779375743196193,0.1725879177221194,1.579091256410435,0.1599916135734382,-0.1186383261098825,0.2858261396025429,1,24.626432798218246
